Analysis name: SLA_Madison
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain, Rating, RatingsList
Statistics: Response.RT:Mean
Filters: None
Data file: SLA_v1a_withpractice_Other_8_11_16A_ORDER2-12-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Rating	RatingsList	Stats	
3	Both3	BothTask	2	female	24	LABothMixed	2	1644	List13	won	$6.00	$6.00	-$7.50	$0.00	NULL	NULL	Mean Response.RT	1644.00
3	Both3	BothTask	3	female	24	LABothMixed	2	944	List13	lost	-$21.00	$12.00	-$21.00	$0.00	NULL	NULL	Mean Response.RT	944.00
3	Both3	BothTask	4	female	24	LABothGain	1	646	List13	won	$19.00	$19.00	$0.00	$8.00	NULL	NULL	Mean Response.RT	646.00
3	Both3	BothTask	5	female	24	LABothGain	1	1740	List13	lost	$0.00	$12.00	$0.00	$5.00	NULL	NULL	Mean Response.RT	1740.00
3	Both3	BothTask	6	female	24	LABothMixed	2	1250	List13	lost	-$13.50	$9.00	-$13.50	$0.00	NULL	NULL	Mean Response.RT	1250.00
3	Both3	BothTask	7	female	24	LABothMixed	2	1048	List13	won	$10.00	$10.00	-$16.25	$0.00	NULL	NULL	Mean Response.RT	1048.00
3	Both3	BothTask	8	female	24	LABothMixed	1	710	List13	lost	-$3.00	$6.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	710.00
3	Both3	BothTask	9	female	24	LABothMixed	2	435	List13	lost	-$12.00	$12.00	-$12.00	$0.00	NULL	NULL	Mean Response.RT	435.00
3	Both3	BothTask	10	female	24	LABothMixed	2	456	List13	won	$5.00	$5.00	-$6.88	$0.00	NULL	NULL	Mean Response.RT	456.00
3	Both3	BothTask	11	female	24	LABothMixed	2	526	List13	lost	-$2.75	$2.00	-$2.75	$0.00	NULL	NULL	Mean Response.RT	526.00
3	Both3	BothTask	12	female	24	LABothMixed	1	836	List13	lost	-$3.00	$12.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	836.00
3	Both3	BothTask	13	female	24	LABothMixed	2	642	List13	won	$5.00	$5.00	-$2.50	$0.00	NULL	NULL	Mean Response.RT	642.00
3	Both3	BothTask	14	female	24	LABothMixed	2	465	List13	lost	-$5.63	$5.00	-$5.63	$0.00	NULL	NULL	Mean Response.RT	465.00
3	Both3	BothTask	15	female	24	LABothMixed	2	822	List13	lost	-$3.00	$4.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	822.00
3	Both3	BothTask	16	female	24	LABothMixed	2	940	List13	won	$4.00	$4.00	-$6.00	$0.00	NULL	NULL	Mean Response.RT	940.00
3	Both3	BothTask	17	female	24	LABothGain	1	632	List13	won	$5.00	$5.00	$0.00	$2.00	NULL	NULL	Mean Response.RT	632.00
3	Both3	BothTask	18	female	24	LABothMixed	2	1446	List13	won	$9.00	$9.00	-$2.25	$0.00	NULL	NULL	Mean Response.RT	1446.00
3	Both3	BothTask	19	female	24	LABothGain	1	1235	List13	lost	$0.00	$26.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	1235.00
3	Both3	BothTask	20	female	24	LABothMixed	1	593	List13	won	$6.00	$6.00	-$1.50	$0.00	NULL	NULL	Mean Response.RT	593.00
3	Both3	BothTask	21	female	24	LABothMixed	2	495	List13	won	$10.00	$10.00	-$6.25	$0.00	NULL	NULL	Mean Response.RT	495.00
3	Both3	BothTask	22	female	24	LABothMixed	2	541	List13	lost	-$6.75	$9.00	-$6.75	$0.00	NULL	NULL	Mean Response.RT	541.00
3	Both3	BothTask	23	female	24	LABothMixed	2	643	List13	won	$8.00	$8.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	643.00
3	Both3	BothTask	24	female	24	LABothMixed	2	575	List13	lost	-$11.25	$10.00	-$11.25	$0.00	NULL	NULL	Mean Response.RT	575.00
3	Both3	BothTask	25	female	24	LABothGain	1	749	List13	won	$5.00	$5.00	$0.00	$3.00	NULL	NULL	Mean Response.RT	749.00
3	Both3	BothTask	26	female	24	LABothMixed	1	1227	List13	won	$2.00	$2.00	-$1.75	$0.00	NULL	NULL	Mean Response.RT	1227.00
3	Both3	BothTask	27	female	24	LABothGain	1	584	List13	lost	$0.00	$28.00	$0.00	$13.00	NULL	NULL	Mean Response.RT	584.00
3	Both3	BothTask	28	female	24	LABothMixed	2	431	List13	won	$8.00	$8.00	-$11.00	$0.00	NULL	NULL	Mean Response.RT	431.00
3	Both3	BothTask	29	female	24	LABothGain	1	644	List13	lost	$0.00	$25.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	644.00
3	Both3	BothTask	30	female	24	LABothMixed	1	408	List13	lost	-$1.88	$5.00	-$1.88	$0.00	NULL	NULL	Mean Response.RT	408.00
4	Other1	OtherTask	1	female	24	LAOtherMixed	2	1748	List7	lost	-$3.75	$2.00	-$3.75	$0.00	NULL	NULL	Mean Response.RT	1748.00
4	Other1	OtherTask	2	female	24	LAOtherGain	2	770	List7	won	$17.00	$17.00	$0.00	$9.00	NULL	NULL	Mean Response.RT	770.00
4	Other1	OtherTask	3	female	24	LAOtherMixed	2	599	List7	lost	-$15.75	$9.00	-$15.75	$0.00	NULL	NULL	Mean Response.RT	599.00
4	Other1	OtherTask	4	female	24	LAOtherMixed	2	589	List7	lost	-$8.75	$10.00	-$8.75	$0.00	NULL	NULL	Mean Response.RT	589.00
4	Other1	OtherTask	5	female	24	LAOtherGain	1	578	List7	won	$3.25	$3.25	$0.00	$1.00	NULL	NULL	Mean Response.RT	578.00
4	Other1	OtherTask	6	female	24	LAOtherMixed	2	440	List7	lost	-$12.00	$6.00	-$12.00	$0.00	NULL	NULL	Mean Response.RT	440.00
4	Other1	OtherTask	7	female	24	LAOtherMixed	2	605	List7	won	$6.00	$6.00	-$9.00	$0.00	NULL	NULL	Mean Response.RT	605.00
4	Other1	OtherTask	8	female	24	LAOtherMixed	2	467	List7	won	$12.00	$12.00	-$18.00	$0.00	NULL	NULL	Mean Response.RT	467.00
4	Other1	OtherTask	9	female	24	LAOtherMixed	2	353	List7	won	$9.00	$9.00	-$9.00	$0.00	NULL	NULL	Mean Response.RT	353.00
4	Other1	OtherTask	10	female	24	LAOtherGain	2	543	List7	lost	$0.00	$13.00	$0.00	$6.00	NULL	NULL	Mean Response.RT	543.00
4	Other1	OtherTask	11	female	24	LAOtherGain	2	661	List7	lost	$0.00	$22.00	$0.00	$13.00	NULL	NULL	Mean Response.RT	661.00
4	Other1	OtherTask	12	female	24	LAOtherGain	2	851	List7	won	$7.00	$7.00	$0.00	$3.00	NULL	NULL	Mean Response.RT	851.00
4	Other1	OtherTask	13	female	24	LAOtherMixed	2	408	List7	won	$5.00	$5.00	-$5.00	$0.00	NULL	NULL	Mean Response.RT	408.00
4	Other1	OtherTask	14	female	24	LAOtherMixed	2	661	List7	lost	-$9.00	$12.00	-$9.00	$0.00	NULL	NULL	Mean Response.RT	661.00
4	Other1	OtherTask	15	female	24	LAOtherMixed	2	362	List7	won	$4.00	$4.00	-$4.00	$0.00	NULL	NULL	Mean Response.RT	362.00
4	Other1	OtherTask	16	female	24	LAOtherGain	2	344	List7	lost	$0.00	$8.00	$0.00	$4.25	NULL	NULL	Mean Response.RT	344.00
4	Other1	OtherTask	17	female	24	LAOtherGain	2	390	List7	won	$10.00	$10.00	$0.00	$6.00	NULL	NULL	Mean Response.RT	390.00
4	Other1	OtherTask	18	female	24	LAOtherMixed	2	404	List7	lost	-$13.00	$8.00	-$13.00	$0.00	NULL	NULL	Mean Response.RT	404.00
4	Other1	OtherTask	19	female	24	LAOtherGain	2	1098	List7	lost	$0.00	$25.00	$0.00	$9.00	NULL	NULL	Mean Response.RT	1098.00
4	Other1	OtherTask	20	female	24	LAOtherMixed	2	456	List7	won	$4.00	$4.00	-$8.00	$0.00	NULL	NULL	Mean Response.RT	456.00
4	Other1	OtherTask	21	female	24	LAOtherMixed	2	492	List7	lost	-$1.25	$2.00	-$1.25	$0.00	NULL	NULL	Mean Response.RT	492.00
4	Other1	OtherTask	22	female	24	LAOtherMixed	2	1177	List7	won	$4.00	$4.00	-$1.00	$0.00	NULL	NULL	Mean Response.RT	1177.00
4	Other1	OtherTask	23	female	24	LAOtherMixed	2	760	List7	won	$8.00	$8.00	-$9.00	$0.00	NULL	NULL	Mean Response.RT	760.00
4	Other1	OtherTask	24	female	24	LAOtherMixed	2	389	List7	lost	-$18.75	$10.00	-$18.75	$0.00	NULL	NULL	Mean Response.RT	389.00
4	Other1	OtherTask	25	female	24	LAOtherGain	1	987	List7	lost	$0.00	$12.00	$0.00	$4.00	NULL	NULL	Mean Response.RT	987.00
4	Other1	OtherTask	26	female	24	LAOtherMixed	2	361	List7	won	$8.00	$8.00	-$2.00	$0.00	NULL	NULL	Mean Response.RT	361.00
4	Other1	OtherTask	27	female	24	LAOtherMixed	2	334	List7	lost	-$7.00	$8.00	-$7.00	$0.00	NULL	NULL	Mean Response.RT	334.00
4	Other1	OtherTask	28	female	24	LAOtherGain	1	619	List7	won	$4.00	$4.00	$0.00	$2.25	NULL	NULL	Mean Response.RT	619.00
4	Other1	OtherTask	29	female	24	LAOtherMixed	2	457	List7	won	$5.00	$5.00	-$8.13	$0.00	NULL	NULL	Mean Response.RT	457.00
4	Other1	OtherTask	30	female	24	LAOtherMixed	2	87	List7	lost	-$4.38	$5.00	-$4.38	$0.00	NULL	NULL	Mean Response.RT	87.00
4	Other2	OtherTask	1	female	24	LAOtherGain	2	590	List8	lost	$0.00	$17.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	590.00
4	Other2	OtherTask	2	female	24	LAOtherMixed	2	524	List8	won	$5.00	$5.00	-$3.13	$0.00	NULL	NULL	Mean Response.RT	524.00
4	Other2	OtherTask	3	female	24	LAOtherMixed	2	891	List8	won	$9.00	$9.00	-$4.50	$0.00	NULL	NULL	Mean Response.RT	891.00
4	Other2	OtherTask	4	female	24	LAOtherMixed	2	583	List8	lost	-$9.38	$5.00	-$9.38	$0.00	NULL	NULL	Mean Response.RT	583.00
4	Other2	OtherTask	5	female	24	LAOtherMixed	2	461	List8	lost	-$18.00	$9.00	-$18.00	$0.00	NULL	NULL	Mean Response.RT	461.00
4	Other2	OtherTask	6	female	24	LAOtherMixed	2	787	List8	won	$2.00	$2.00	-$3.25	$0.00	NULL	NULL	Mean Response.RT	787.00
4	Other2	OtherTask	7	female	24	LAOtherGain	2	1521	List8	lost	$0.00	$7.00	$0.00	$4.00	NULL	NULL	Mean Response.RT	1521.00
4	Other2	OtherTask	8	female	24	LAOtherMixed	2	478	List8	lost	-$3.75	$10.00	-$3.75	$0.00	NULL	NULL	Mean Response.RT	478.00
4	Other2	OtherTask	9	female	24	LAOtherMixed	2	516	List8	won	$12.00	$12.00	-$24.00	$0.00	NULL	NULL	Mean Response.RT	516.00
4	Other2	OtherTask	10	female	24	LAOtherMixed	2	466	List8	won	$4.00	$4.00	-$7.00	$0.00	NULL	NULL	Mean Response.RT	466.00
4	Other2	OtherTask	11	female	24	LAOtherGain	2	486	List8	lost	$0.00	$11.00	$0.00	$6.00	NULL	NULL	Mean Response.RT	486.00
4	Other2	OtherTask	12	female	24	LAOtherMixed	2	540	List8	lost	-$13.75	$10.00	-$13.75	$0.00	NULL	NULL	Mean Response.RT	540.00
4	Other2	OtherTask	13	female	24	LAOtherMixed	2	730	List8	won	$2.00	$2.00	-$0.75	$0.00	NULL	NULL	Mean Response.RT	730.00
4	Other2	OtherTask	14	female	24	LAOtherMixed	2	832	List8	won	$8.00	$8.00	-$5.00	$0.00	NULL	NULL	Mean Response.RT	832.00
4	Other2	OtherTask	15	female	24	LAOtherMixed	2	757	List8	lost	-$15.00	$8.00	-$15.00	$0.00	NULL	NULL	Mean Response.RT	757.00
4	Other2	OtherTask	16	female	24	LAOtherMixed	2	363	List8	lost	-$5.00	$4.00	-$5.00	$0.00	NULL	NULL	Mean Response.RT	363.00
4	Other2	OtherTask	17	female	24	LAOtherGain	1	554	List8	won	$13.00	$13.00	$0.00	$5.00	NULL	NULL	Mean Response.RT	554.00
4	Other2	OtherTask	18	female	24	LAOtherMixed	2	1206	List8	lost	-$2.25	$2.00	-$2.25	$0.00	NULL	NULL	Mean Response.RT	1206.00
4	Other2	OtherTask	19	female	24	LAOtherMixed	2	484	List8	won	$8.00	$8.00	-$6.00	$0.00	NULL	NULL	Mean Response.RT	484.00
4	Other2	OtherTask	20	female	24	LAOtherGain	1	361	List8	won	$4.00	$4.00	$0.00	$2.00	NULL	NULL	Mean Response.RT	361.00
4	Other2	OtherTask	21	female	24	LAOtherGain	2	1262	List8	won	$24.00	$24.00	$0.00	$12.00	NULL	NULL	Mean Response.RT	1262.00
4	Other2	OtherTask	22	female	24	LAOtherMixed	2	612	List8	lost	-$15.00	$12.00	-$15.00	$0.00	NULL	NULL	Mean Response.RT	612.00
4	Other2	OtherTask	23	female	24	LAOtherGain	2	1018	List8	won	$22.00	$22.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	1018.00
4	Other2	OtherTask	24	female	24	LAOtherGain	1	648	List8	lost	$0.00	$30.00	$0.00	$12.00	NULL	NULL	Mean Response.RT	648.00
4	Other2	OtherTask	25	female	24	LAOtherMixed	2	557	List8	lost	-$2.00	$4.00	-$2.00	$0.00	NULL	NULL	Mean Response.RT	557.00
4	Other2	OtherTask	26	female	24	LAOtherMixed	2	571	List8	won	$6.00	$6.00	-$4.50	$0.00	NULL	NULL	Mean Response.RT	571.00
4	Other2	OtherTask	27	female	24	LAOtherMixed	2	624	List8	lost	-$6.00	$6.00	-$6.00	$0.00	NULL	NULL	Mean Response.RT	624.00
4	Other2	OtherTask	28	female	24	LAOtherMixed	2	934	List8	won	$6.00	$6.00	-$10.50	$0.00	NULL	NULL	Mean Response.RT	934.00
4	Other2	OtherTask	29	female	24	LAOtherGain	1	563	List8	lost	$0.00	$8.00	$0.00	$3.00	NULL	NULL	Mean Response.RT	563.00
4	Other2	OtherTask	30	female	24	LAOtherMixed	2	681	List8	won	$12.00	$12.00	-$6.00	$0.00	NULL	NULL	Mean Response.RT	681.00
4	Other3	OtherTask	1	female	24	LAOtherMixed	2	445	List9	won	$12.00	$12.00	-$21.00	$0.00	NULL	NULL	Mean Response.RT	445.00
4	Other3	OtherTask	2	female	24	LAOtherGain	2	586	List9	lost	$0.00	$28.00	$0.00	$13.00	NULL	NULL	Mean Response.RT	586.00
4	Other3	OtherTask	3	female	24	LAOtherMixed	1	1216	List9	won	$6.00	$6.00	-$1.50	$0.00	NULL	NULL	Mean Response.RT	1216.00
4	Other3	OtherTask	4	female	24	LAOtherMixed	2	469	List9	lost	-$11.00	$8.00	-$11.00	$0.00	NULL	NULL	Mean Response.RT	469.00
4	Other3	OtherTask	5	female	24	LAOtherMixed	2	1107	List9	lost	-$3.00	$6.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	1107.00
4	Other3	OtherTask	6	female	24	LAOtherGain	2	601	List9	won	$25.00	$25.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	601.00
4	Other3	OtherTask	7	female	24	LAOtherMixed	2	591	List9	lost	-$11.25	$10.00	-$11.25	$0.00	NULL	NULL	Mean Response.RT	591.00
4	Other3	OtherTask	8	female	24	LAOtherMixed	1	531	List9	lost	-$1.88	$5.00	-$1.88	$0.00	NULL	NULL	Mean Response.RT	531.00
4	Other3	OtherTask	9	female	24	LAOtherMixed	2	1361	List9	won	$5.00	$5.00	-$2.50	$0.00	NULL	NULL	Mean Response.RT	1361.00
4	Other3	OtherTask	10	female	24	LAOtherMixed	2	535	List9	lost	-$13.50	$9.00	-$13.50	$0.00	NULL	NULL	Mean Response.RT	535.00
4	Other3	OtherTask	11	female	24	LAOtherGain	2	1853	List9	won	$19.00	$19.00	$0.00	$8.00	NULL	NULL	Mean Response.RT	1853.00
4	Other3	OtherTask	12	female	24	LAOtherMixed	1	827	List9	won	$9.00	$9.00	-$2.25	$0.00	NULL	NULL	Mean Response.RT	827.00
4	Other3	OtherTask	13	female	24	LAOtherMixed	2	505	List9	lost	-$2.75	$2.00	-$2.75	$0.00	NULL	NULL	Mean Response.RT	505.00
4	Other3	OtherTask	14	female	24	LAOtherMixed	2	263	List9	won	$10.00	$10.00	-$6.25	$0.00	NULL	NULL	Mean Response.RT	263.00
4	Other3	OtherTask	15	female	24	LAOtherMixed	2	723	List9	won	$4.00	$4.00	-$6.00	$0.00	NULL	NULL	Mean Response.RT	723.00
4	Other3	OtherTask	16	female	24	LAOtherMixed	1	1161	List9	lost	-$3.00	$12.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	1161.00
4	Other3	OtherTask	17	female	24	LAOtherMixed	2	527	List9	won	$10.00	$10.00	-$16.25	$0.00	NULL	NULL	Mean Response.RT	527.00
4	Other3	OtherTask	18	female	24	LAOtherGain	2	852	List9	lost	$0.00	$12.00	$0.00	$5.00	NULL	NULL	Mean Response.RT	852.00
4	Other3	OtherTask	19	female	24	LAOtherMixed	2	426	List9	lost	-$11.25	$9.00	-$11.25	$0.00	NULL	NULL	Mean Response.RT	426.00
4	Other3	OtherTask	20	female	24	LAOtherMixed	2	504	List9	won	$4.00	$4.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	504.00
4	Other3	OtherTask	21	female	24	LAOtherMixed	2	438	List9	won	$5.00	$5.00	-$6.88	$0.00	NULL	NULL	Mean Response.RT	438.00
4	Other3	OtherTask	22	female	24	LAOtherMixed	2	658	List9	lost	-$6.75	$9.00	-$6.75	$0.00	NULL	NULL	Mean Response.RT	658.00
4	Other3	OtherTask	23	female	24	LAOtherMixed		0	List9	lost	-$12.00	$12.00	-$12.00	$0.00	NULL	NULL	Mean Response.RT	0.00
4	Other3	OtherTask	24	female	24	LAOtherMixed	2	597	List9	won	$2.00	$2.00	-$1.75	$0.00	NULL	NULL	Mean Response.RT	597.00
4	Other3	OtherTask	25	female	24	LAOtherGain	2	547	List9	lost	$0.00	$5.00	$0.00	$3.00	NULL	NULL	Mean Response.RT	547.00
4	Other3	OtherTask	26	female	24	LAOtherGain	1	1728	List9	won	$5.00	$5.00	$0.00	$2.00	NULL	NULL	Mean Response.RT	1728.00
4	Other3	OtherTask	27	female	24	LAOtherGain	2	494	List9	lost	$0.00	$26.00	$0.00	$10.00	NULL	NULL	Mean Response.RT	494.00
4	Other3	OtherTask	28	female	24	LAOtherMixed	2	499	List9	lost	-$5.63	$5.00	-$5.63	$0.00	NULL	NULL	Mean Response.RT	499.00
4	Other3	OtherTask	29	female	24	LAOtherMixed	2	441	List9	won	$6.00	$6.00	-$7.50	$0.00	NULL	NULL	Mean Response.RT	441.00
4	Other3	OtherTask	30	female	24	LAOtherMixed	2	503	List9	won	$8.00	$8.00	-$3.00	$0.00	NULL	NULL	Mean Response.RT	503.00
5	otherratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	4	Mean Response.RT	N/A
5	otherratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	3	Mean Response.RT	N/A
5	selfratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	Mean Response.RT	N/A
5	selfratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	Mean Response.RT	N/A
5	sharedratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	6	Mean Response.RT	N/A
5	sharedratings	Ratings	NULL	female	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	5	Mean Response.RT	N/A
